"No","Tip","Mahkeme/Daire","Esas","Karar","Tarih","ID (Sinerji)","URL","Anahtar Kelimeler","Snippet"
"598","Yargıtay","Ceza Dairesi","2015/950","2015/2169","2015-04-08","UWZWZjZwazVqVjlzeXBydFBMWTdFZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/UWZWZjZwazVqVjlzeXBydFBMWTdFZz09","boğaza, travmatik","yerinde yapılan keşifte tespit edildiği üzere 1.65 cm boyunda olduğu belirtilen maktülün, asılı poşunun boğaza ... tarihli raporu ile; “Kişinin zehirlenerek öldüğünün tıbbi delillerinin bulunmadığı; kişinin ası dışında travmatik ... gibi herhangi toksik bir madde bulunmaması, otopsisinde vücudunda asıya bağlı oluşan telem dışında travmatik"
"599","Yargıtay","Ceza Dairesi","2014/35014","2015/11723","2015-04-01","ZDIzYStoRU4zM09pR01Ncm80dGRnZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZDIzYStoRU4zM09pR01Ncm80dGRnZz09","boğaz, travmatik","ın, Bafra Devlet Hastanesi'nden 11.12.2009 tarihinde Kulak Burun Boğaz Hastalıkları uzman hekimi tarafından ... verilen adli raporda, ""sol timpanik membranda damla şeklinde travmatik perferasyon, basit tıbbi tedavi"
"600","Yargıtay","Ceza Genel Kurulu","2014/1-253","2015/46","2015-03-17","aE9QTXpnaFdxYlZLZ05sbEFPaWlPdz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/aE9QTXpnaFdxYlZLZ05sbEFPaWlPdz09","travmasına, travmatik, gebe","vermek için uyandırmak istediğinde öldüğünün anlaşıldığı, otopsi raporuna göre maktulenin künt kafa travmasına ... taze löbüler pnömoni, irinli bronşit, yaygın ödem ve hiperemi görüldüğü, kişinin ölümünün künt kafa travmasına ... raporunda; otopside bebeğin vücudunda 1,5 ay önce beşikten düşmesi sonucu meydana gelmiş nitelikte travmatik ... değişim bulunmadığı, otopside tanımlanan travmatik lezyonların tamamının eş zamanlı, yeni oluşmuş ... Çocuğa ya da beden veya ruh bakımından kendisini savuna"
"601","Yargıtay","Ceza Dairesi","2014/28446","2015/5112","2015-02-11","ZFA0TVp6eEovTGszdjdiQno0ajJDZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZFA0TVp6eEovTGszdjdiQno0ajJDZz09","boğazlıyan, travmasının","Tebliğname No : 3 - 2013/32512 MAHKEMESİ : Boğazlıyan Asliye Ceza Mahkemesi TARİHİ : 25/12/2012 ... tarihli kati müşterek uzman hekimlerin raporunda, ortopedi uzmanı “kırık bulunmadığı ve yumuşak doku travmasının"
"602","Anayasa","Genel Kurul","2013/3924","2015/","2015-01-06","cDA5TmxHbVV6VkJlYkU5U3FaRWRTQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/cDA5TmxHbVV6VkJlYkU5U3FaRWRTQT09","travma, gebelerde, gebelik","Başvurucu Tunay Özaydın'ın 28/3/2012 tarihli tek hekim raporunda sağ el bileğinde travma olduğu ve üç ... solunum darlığı, bulantı kusma, tahriş gibi sonuçlarının olabileceği, hatta küçük çocuklarda, yaşlılarda, gebelerde ... Yaş, gebelik veya kronik rahatsızlıkları nedeniyle biber gazından beklenenden daha fazla etkilenebilecek"
"603","Yargıtay","Hukuk Genel Kurulu","2014/21-286","2014/1063","2014-12-17","SC82SDhacHFPajFNaVdMcjlPWmdDUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/SC82SDhacHFPajFNaVdMcjlPWmdDUT09","travması, travmaya, hamileliğinin","in kafa travması, sağ medialmalleol kırığı tanısıyla tedavi altına alındığı, uzun yargılama sürecinde ... sonuçlandırılamadığı, davacının olay tarihinde 26 yaşında iken, genç yaşta geçirdiği kaza sebebiyle ağır travmaya ... maruz kaldığı, tanık anlatımlarına göre hamileliğinin kaza sebebiyle son bulduğu ve halen psikolojik"
"604","A.İ.H.M.","A.İ.H.M.","2010/64969","2014/","2014-12-16","K1FZc0FpZXovMjZ2cWdsbFZzd2JEaEMxYUJmSVJCUjA","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/K1FZc0FpZXovMjZ2cWdsbFZzd2JEaEMxYUJmSVJCUjA","boğaz, travmaya","Başvuranın avukatı, savcıdan, müvekkilinin bir kulak-burun-boğaz uzmanı tarafından muayene edilmesi için ... Kulak zarı yırtılması, ilerlemiş bir iltihaba veya travmaya bağlı olabilmektedir. ... Bu hastanede kulak-burun-boğaz uzmanı bulunmamaktadır. ... Yapılan kulak- burun-boğaz muayenesi, sağ kulak zarı yerine yapay bir kulak zarı yerleştirilerek işitme"
"605","Yargıtay","Ceza Dairesi","2012/1050","2014/22847","2014-12-15","Mi9uRmV0b2NBSlVBRlVPSzdwenltUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/Mi9uRmV0b2NBSlVBRlVPSzdwenltUT09","travmatik, travmatk, travma, gebeliğini","diz-dirsek pozisyonunda yapılan muayenede, Anal orifiste saat kadranı hesabına göre, 6-12-10 hizalarında travmatik ... düzenlenen teknik raporunda, diz-dirsek pozisyonunda yapılan anal muayenede, anüsün normal görünümde olduğu, travmatk ... mukozasının özelliği dikkate alındığında 14.03.2006 tarihinde düzenlenen raporda belirtilen fissür şeklindeki travmatik ... bozukluk olarak değerlendirildiği, bu halden uzun süredir tedavi gördüğü, şu andaki haliyle (bir travma ... sağlığının bozulmadığının s"
"606","Yargıtay","Ceza Dairesi","2014/15575","2014/21442","2014-10-31","ZnVCOVgvVHlaUFlxb3E5Und3cU50QT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZnVCOVgvVHlaUFlxb3E5Und3cU50QT09","hamile, travma","ın kaza yerinde öldüğü, aynı araçta yolcu olarak bulunan ve 6 aylık hamile olan ...' ... sonradan ... ismi verilen bebeğin ise yaklaşık 8 saat yaşadıktan sonra, anne karnında maruz kaldığı künt travma"
"607","Yargıtay","Ceza Dairesi","2014/3077","2014/4101","2014-09-24","RHZDNmRUL3dGSHJEQ2RQZ2NkWFVidz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RHZDNmRUL3dGSHJEQ2RQZ2NkWFVidz09","boğazını, travması","maktül ile sanık arasında tartışma çıktığı, tartışma sırasında sanığın maktülün yakasını tuttuğu ve boğazını ... İhtisas Kurulunun 25.11.2005 tarihli raporuna göre, kişinin ölümünün olayın travması, efor ve stresi"
"608","Anayasa","Genel Kurul","2014/146","2014/137","2014-09-11","SnNoaHdxRk1oSUd3bUpHcUhKZUlQUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/SnNoaHdxRk1oSUd3bUpHcUhKZUlQUT09","boğaz, travmatoloji","Hastalıkları, b) İkinci Adli Tıp İhtisas Kurulu birer; - Radyoloji, - Göz, - Kulak Burun Boğaz ... Kalp ve Damar Cerrahi, - Plastik, Rekonstrüküf ve Estetik Cerrahi, - Nöroloji, - Ortopedi ve Travmatoloji ... , c) Üçüncü Adli Tıp İhtisas Kurulu birer; - Ortopedi ve Travmatoloji, - Genel Cerrahi, - ... bulunacağı belirtilmiş; itiraz konusu kuralda ise Üçüncü Adli Tıp İhtisas Kurulunun birer ortopedi ve travmatoloji ... hususları göz önünde bulundurulduğunda, bir başkan ve adli tıp uzmanı iki üye "
"609","Yargıtay","Ceza Dairesi","2012/11242","2014/8978","2014-07-01","MUo0anc0S0hXVm4vMnhjaVhnOHdNQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/MUo0anc0S0hXVm4vMnhjaVhnOHdNQT09","hamile, travma","ve anal yollardan bir çok kez cinsel ilişkiye girdiğinin anlaşıldığı, mağdurenin bu ilişkiler sonucu hamile ... olmasına engel teşkil edecek mahiyet ve derecede olmadığı, mağduresi bulunduğu olaydan kaynaklanmış travma"
"610","Yargıtay","Ceza Dairesi","2013/21826","2014/13510","2014-06-02","RzYxcTVEZ2ZLTkw4WDU0SXl0R0hCZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RzYxcTVEZ2ZLTkw4WDU0SXl0R0hCZz09","hamileliğinin, travması","ın doğum sancılarının başlaması üzerine hamileliğinin 4. ayından itibaren kontrollerini yapan ve olay ... yapılan doğum manevraları sonucu bebeğin kafasının çıkarıldığı, bebeğin zor doğuma bağlı kafa ve boyun travması"
"611","Yargıtay","Ceza Dairesi","2013/31164","2014/17546","2014-05-06","OUN6c2NRNUx1WjhWTTAzc0hlZC9nQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/OUN6c2NRNUx1WjhWTTAzc0hlZC9nQT09","boğaz, travmatik","artırım yapılması gerektiği gözetilmeyerek eksik ceza tayin edilmesi, 3)Mağdur hakkında, Kulak Burun Boğaz ... 21.07.2008 tarihli raporda yaralanma bulgusunun “sol timpanik membran arka üst kadranda 3 cm çapında travmatik"
"612","Yargıtay","Hukuk Dairesi","2014/123","2014/14091","2014-04-30","MURCTmlaeG5LR3JTV1F3QlIvRXI3QT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/MURCTmlaeG5LR3JTV1F3QlIvRXI3QT09","gebeliğine, gebeliği, travmatik, hamileliğin, gebeliğin","KARAR Davacı, istenmeyen gebeliğine son verilmesi için 16/05/2011 tarihinde davalı hastanede kürtaj ... bir sonuç vermediğinin anlaşıldığını, bunun üzerine her 3 günde bir yapılan tahlil sonuçlarına göre gebeliği ... sonlanmaya başladığını, müvekkilinin psikolojisinin bozulması üzerine kendisine post travmatik stres ... Somut olayda ise, davacı geçirilen operasyonlara ve uygulanan tedavilere rağmen hamileliğin sonlanmadığını ... , başka bir hastane tarafından uygulanan tedavi neticesinde gebeliğ"
"613","Anayasa","Bölüm","2013/2379","2014/","2014-03-20","RTBQdFhydW9TU09LUnVTV2JTWDMvdz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RTBQdFhydW9TU09LUnVTV2JTWDMvdz09","travmatik, boğaz, travma","istemiş, hazırlanan raporda ""İşitme engeli yüzdesi %19 işitme engelinden dolayı özür oranı %14 olduğu... travmatik ... vizite işlemi yapılmadığı, sözleşme yenilemesi ile ilgili yapılan sağlık kurul raporlarında Kulak Burun Boğaz ... üzerine keskin nişancı timlerin yoğun atış yapması nedeniyle ortaya çıkan yoğun ses ortamındaki akustik travma ... vizite işlemi yapılmadığı, sözleşme yenilemesi ile ilgili yapılan sağlık kurul raporlarında kulak burun boğaz"
"614","Yargıtay","Hukuk Dairesi","2013/31720","2014/6920","2014-03-11","ZlNkTG00azZLTUQ4VFNSekFJZUFOdz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZlNkTG00azZLTUQ4VFNSekFJZUFOdz09","hamileliğin, travması","Somut olaya dönülecek olursa; Taraflar arasında hamileliğin takibinin yapıldığı ve davalı hastanede diğer ... Ece Kaptanoğlu tarafından 22.4.2008 tarihinde çocuğun doğum rahatsızlığının doğum travması olduğu teşhisinin"
"615","Yargıtay","Ceza Genel Kurulu","2012/6-1487","2014/117","2014-03-11","NXpkSGh2c05yaG1TUEdlVVhOUCtEQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NXpkSGh2c05yaG1TUEdlVVhOUCtEQT09","travma, boğazına","hatırlatacak yer ve kişilerden uzak durma, insanlardan uzaklaşma, ümitsizlik bulguları saptandığı, travma ... düzeyde olduğu, ruh sağlığının bozulduğu açıklamasına yer verildiği, Adli Tıp Kurumu Raporuna göre de; travma ... a gittiklerini, iki kişinin yollarını kesip parasını ve telefonlarını aldıklarını, boğazına bıçak dayayarak ... tutarak kimlik göstermelerini istediklerini, kimlikleri olmadığını söyleyince boğazına bıçak dayayan ... durduktan sonra kendilerini indirdiklerini ve direksiyondak"
"616","Yargıtay","Ceza Genel Kurulu","2013/14-496","2014/97","2014-02-25","b2krSjJHQUJIdkgreU9DVFBCYTUwdz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/b2krSjJHQUJIdkgreU9DVFBCYTUwdz09","travmatoloji, boğaz","itibariyle mağdurenin kemik yaşının on altı olduğunun belirtildi, Raporu veren heyetin, ortopedi ve travmatoloji ... , nöroloji, iç hastalıkları, psikiyatri, adli tıp, göz hastalıkları, kulak burun boğaz hastalıkları ve ... yetkili ve görevli olan Antalya Eğitim ve Araştırma Hastanesince mağdurenin yaşı konusunda, ortopedi ve travmatoloji ... , nöroloji, iç hastalıkları, psikiyatri, adli tıp, göz hastalıkları, kulak burun boğaz hastalıkları ve"
"617","Yargıtay","Ceza Genel Kurulu","2013/12-10","2014/80","2014-02-18","NVkwK25Veko0ZzdsQ0xKUDlYdFhaUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NVkwK25Veko0ZzdsQ0xKUDlYdFhaUT09","travmasına, gebe","düşen motosiklet sürücüsünün olay yerinde hayatını kaybettiği, Ölüm sebebinin; genel beden ve kafa travmasına ... Konuşmasında sürekli zorluğa, d) Yüzünde sabit ize, e) Yaşamını tehlikeye sokan bir duruma, f) Gebe ... Konuşma ya da çocuk yapma yeteneklerinin kaybolmasına, d) Yüzünün sürekli değişikliğine, e) Gebe"
"618","Yargıtay","Ceza Dairesi","2013/16747","2014/5779","2014-02-17","RTdQc1R0MmJjQ24xQ2lFWWtQLzRZZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RTdQc1R0MmJjQ24xQ2lFWWtQLzRZZz09","boğaz, travma","itirazlarının reddine, ancak; Mağdur hakkında düzenlenen 25.10.2011 tarihli kat'i raporda kulak burun boğaz ... anabilim dalınca düzenlenen kısımda temparomandibuler bölgede ekimoz, ağız açıklığında kısıtlılık, travma"
"619","Yargıtay","Ceza Genel Kurulu","2013/4-521","2014/54","2014-02-11","RTBFT2NsVmRScnJBSUljeUJvOXlZUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RTBFT2NsVmRScnJBSUljeUJvOXlZUT09","boğazını, travmasının, travmatik, boğaz","alındınız, yanlış anladınız"" deyince, ""sen ıslığı bana çaldın"" diyerek mağdurun üzerine yürüdüğü, eli ile boğazını ... ve ense bölgesinde, her iki el bileklerinde multipletravmatik lezyonlar olduğu, sağ el bileğindeki travmasının ... K. isimli şahsın raporunu bizzat muayene sonucu düzenledim, sol gözaltında ve sırtta travmatik lezyonlar ... Türkiye'nin en büyük ili olan İstanbul'un boğaz kıyısındaki en güzel ilçelerinden biri olan Sarıyer'e"
"620","Yargıtay","Ceza Genel Kurulu","2013/1-395","2014/28","2014-02-04","b2RDZTQ0M1drVGMyME1OZER5aHZkQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/b2RDZTQ0M1drVGMyME1OZER5aHZkQT09","travması, travmatik, travmasıyla, travmasına, boğazına","06.03.2008 tarihinde bir şahsın ihbarı sonrasında yapılan otopsi raporundan da anlaşılacağı üzere 'künt kafa travması ... kasık çukurunda tıbbi muayeneye ait ekimozlu iğne izleri, sol üst göz kapağında ekimoz olduğu, başkaca travmatik ... kişinin, hastane morgunda yapılan otopsisinde elde edilen bilgi ve bulgular ışığında ölümünün künt kafa travmasıyla ... husulü mümkün beyin doku hasarı ve beyin kanaması neticesinde meydana geldiği, ölüme etkili başka travmatik ... veriler ve grafilerin kurulum"
"621","A.Y.İ.M.","Daire","2013/631","2013/1584","2013-12-12","YXFrOUhnTnk2U1FvN3FPSVcvYTJNQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/YXFrOUhnTnk2U1FvN3FPSVcvYTJNQT09","travmatik, boğazına","düzenlenen 27.02.2013 tarihli tıbbi raporda sol fıbre orta ön kısımda 2x5 cm lik ve onun üzerinde 2x1 cm lik travmatik ... düzenlenen 27.02.2013 tarihli tıbbi raporda sol fıbre orta ön kısımda 2x5 cm lik ve onun üzerinde 2x1 cm lik travmatik ... davacının odasına girdikten sonra çıkıp tekrar girmesini söylediğini, davacının kendisine saldırdığını, boğazına"
"622","Yargıtay","Ceza Dairesi","2013/3585","2013/5488","2013-10-03","ZnpoaFVhUXhlUGxwRDNUdmRuQkloak9PZWFGMG0wVGg","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZnpoaFVhUXhlUGxwRDNUdmRuQkloak9PZWFGMG0wVGg","hamile, travmasına","in mağduru zaman zaman darp ettiği, sanığın hamile kaldığı, olaydan üç gün önce bir kız çocuğu doğurduğu ... bebeğini alıp, emzirmeye çalıştıktan sonra yerine yatırdığı, otopsi raporuna göre maktulün künt kafa travmasına"
"623","Yargıtay","Ceza Dairesi","2013/3125","2013/22224","2013-10-02","YkYzcGhpZkdCQWdKSjdjZUN6aTh5RGVkQTA1dm1VR2o","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/YkYzcGhpZkdCQWdKSjdjZUN6aTh5RGVkQTA1dm1VR2o","hamile, travmaya","şeridine tecavüz ederek, çarpışmaları şeklinde gerçekleşen olayda; ... içerisinde bulunan ve 9 aylık hamile ... geçirecek ve kemik kırığı oluşturacak şekilde yaralanmasına; anne karnındaki bebeğin ise fetal künt travmaya ... /4. maddesi gereğince mahkumiyet kararı verilmesi, 2- Otopsi bulgularına göre bebeğin fetal künt travmaya"
"624","Yargıtay","Ceza Dairesi","2012/37368","2013/33540","2013-10-01","ZjA4dklkQjYzRUdFQnUzVmN4RjVZa05PbGZZNmNKZ0Q","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZjA4dklkQjYzRUdFQnUzVmN4RjVZa05PbGZZNmNKZ0Q","boğazından, travmatik","şoförü ... bana yumruk vurdu bu sırada ... araç kapısını ayağıma itekledi, üzerime abandı, bende onu boğazından ... sağ kulak kepçesinde, belde ve göğüs kafesinde ağrı tarif ettiği, somut bir yaradan bahsedilmediği, travmatik"
"625","A.İ.H.M.","Daire","2005/4447","2013/","2013-10-01","N3ZTQ3c0V0pDRXIrZzdYRmJCVEZIUT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/N3ZTQ3c0V0pDRXIrZzdYRmJCVEZIUT09","boğazında, travma","Başvuranın halen bağırsaklarında ve boğazında kanaması bulunmaktadır. ... Hekim, ayrıca ekimoz, ödem veya diğer bir travma belirtisi bulunmaması nedeniyle lezyonun meydana geliş"
"626","A.İ.H.M.","Daire","2009/41844","2013/","2013-09-17","dU5hTXhQWXNpT1Z2VDlqUW55WVdVZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/dU5hTXhQWXNpT1Z2VDlqUW55WVdVZz09","travma, boğazlı","Vücudunda veya kafatasında herhangi bir kemik kırığı, kafatasında travma, damarlarda veya iç organlarda ... kalabalığa doğru yürüdüğü sırada, polislerin yüzüne copla vurduğunu ve sonrasında boğulacağı şekilde boğazlı"
"627","A.İ.H.M.","Daire","2004/19866","2013/","2013-07-25","NEVBa2g5N1F1VU5PZVNSVCtuL01uQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NEVBa2g5N1F1VU5PZVNSVCtuL01uQT09","boğaz, travmatik","Dosyadaki belgelerde, başvuranın gerçekten radyoloji, nöroloji, üroloji hatta kulak burun boğaz veya ... azalması) T5-T6; - Nörolojik inkontinans; - Burun septumunun deviasyonu; - Torakal vertebrada travmatik ... başvuran, hem sakatlığına bağlı sorunlar hem de sağlığının diğer yönleri, örneğin diş veya kulak, burun ve boğaz"
"628","A.İ.H.M.","Daire","2003/33860","2013/","2013-07-09","N1BmUThjRlBSa0g4NVk0NGliT1Mrdz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/N1BmUThjRlBSa0g4NVk0NGliT1Mrdz09","hamile, travması","Özellikle, o sırada hamile olan Gülçin Bozdemir çıplak bırakılmış, dövülmüş, hakarete uğramış ve çocuklarının ... Doktor, Gülçin Bozdemir'e ayrıca yumuşak doku travması, üst solunum yolu enfeksiyonu ve akut stres bozukluğu ... bir komite Gülçin Bozdemir'in doktor muayenesiyle ilgili bir sağlık raporu hazırlamış ve yumuşak doku travması"
"629","Yargıtay","Ceza Genel Kurulu","2012/1-1570","2013/339","2013-07-05","NEdyQXVob094N1k1RkIrQlVCRDN0Zz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NEdyQXVob094N1k1RkIrQlVCRDN0Zz09","hamile, travmalarına, travmaların, travmalara, gebelik, hamileliğini","; hamile ... etmediği, otopsi ve adli tıp raporunda vurgulandığı üzere; bebeğin ölümünü sağlayacak biçimde beden travmalarına ... bebeğin cesedini ilk bulan tanığın anlatımı ve tespit tutanağı itibariyle, bebekte oluşan bedensel travmaların ... hiçbir kuşkuya yer vermeyecek şekilde gerçekleştirildiği; diğer bir anlatımla; anne tarafından bebeğin travmalara ... tarihlerinde tıp merkezine başvurduğu ve muayene olduğu, en son yapılan muayenesinde 9 hafta 2 günlük gebelik ... hamile olduğundan şüphe"
